id,state,abbrev,county,Population2020,BuildingValue,Areasqmi,NationalRiskIndexValueComposite,NationalRiskIndexScoreComposite,NationalRiskIndexRatingComposite,ExpectedAnnualLossScoreComposite,ExpectedAnnualLossRatingComposite,ExpectedAnnualLossTotalComposite,ExpectedAnnualLossBuildingValueComposite,ExpectedAnnualLossPopulationComposite,ExpectedAnnualLossPopulationEquivalenceComposite,SocialVulnerabilityScore,SocialVulnerabilityRating,CommunityResilienceScore,CommunityResilienceRating,CommunityResilienceValue,CommunityRiskFactorValue,AvalancheHistoricLossRatioTotalRating,AvalancheExpectedAnnualLossRating,AvalancheHazardTypeRiskIndexRating,ColdWaveExposureImpactedAreasqmi,ColdWaveHistoricLossRatioTotalRating,ColdWaveExpectedAnnualLossRating,ColdWaveHazardTypeRiskIndexRating,DroughtExposureImpactedAreasqmi,DroughtHistoricLossRatioTotalRating,DroughtExpectedAnnualLossRating,DroughtHazardTypeRiskIndexRating,EarthquakeExposureImpactedAreasqmi,EarthquakeExposureBuildingValue,EarthquakeExposurePopulation,EarthquakeExposurePopulationEquivalence,EarthquakeExposureTotal,EarthquakeHistoricLossRatioBuildings,EarthquakeHistoricLossRatioTotalRating,EarthquakeExpectedAnnualLossBuildingValue,EarthquakeExpectedAnnualLossPopulationEquivalence,EarthquakeExpectedAnnualLossTotal,EarthquakeExpectedAnnualLossScore,EarthquakeExpectedAnnualLossRating,EarthquakeHazardTypeRiskIndexValue,EarthquakeHazardTypeRiskIndexScore,EarthquakeHazardTypeRiskIndexRating,HailNumberofEvents,HailAnnualizedFrequency,HailExposureImpactedAreasqmi,HailExposureBuildingValue,HailExposurePopulation,HailExposurePopulationEquivalence,HailExposureTotal,HailHistoricLossRatioTotalRating,HailExpectedAnnualLossBuildingValue,HailExpectedAnnualLossPopulationEquivalence,HailExpectedAnnualLossTotal,HailExpectedAnnualLossScore,HailExpectedAnnualLossRating,HailHazardTypeRiskIndexValue,HailHazardTypeRiskIndexScore,HailHazardTypeRiskIndexRating,HeatWaveExposureImpactedAreasqmi,HeatWaveHistoricLossRatioTotalRating,HeatWaveExpectedAnnualLossRating,HeatWaveHazardTypeRiskIndexRating,IceStormAnnualizedFrequency,IceStormExposureImpactedAreasqmi,IceStormExposureBuildingValue,IceStormExposurePopulation,IceStormExposurePopulationEquivalence,IceStormExposureTotal,IceStormHistoricLossRatioTotalRating,IceStormExpectedAnnualLossBuildingValue,IceStormExpectedAnnualLossPopulationEquivalence,IceStormExpectedAnnualLossTotal,IceStormExpectedAnnualLossScore,IceStormExpectedAnnualLossRating,IceStormHazardTypeRiskIndexValue,IceStormHazardTypeRiskIndexScore,IceStormHazardTypeRiskIndexRating,LandslideHistoricLossRatioTotalRating,LandslideExpectedAnnualLossRating,LandslideHazardTypeRiskIndexRating,LightningNumberofEvents,LightningAnnualizedFrequency,LightningExposureImpactedAreasqmi,LightningExposureBuildingValue,LightningExposurePopulation,LightningExposurePopulationEquivalence,LightningExposureTotal,LightningHistoricLossRatioTotalRating,LightningExpectedAnnualLossBuildingValue,LightningExpectedAnnualLossPopulationEquivalence,LightningExpectedAnnualLossTotal,LightningExpectedAnnualLossScore,LightningExpectedAnnualLossRating,LightningHazardTypeRiskIndexValue,LightningHazardTypeRiskIndexScore,LightningHazardTypeRiskIndexRating,RiverineFloodingHistoricLossRatioTotalRating,RiverineFloodingExpectedAnnualLossRating,RiverineFloodingHazardTypeRiskIndexRating,StrongWindNumberofEvents,StrongWindAnnualizedFrequency,StrongWindExposureImpactedAreasqmi,StrongWindExposureBuildingValue,StrongWindExposurePopulation,StrongWindExposurePopulationEquivalence,StrongWindExposureTotal,StrongWindHistoricLossRatioTotalRating,StrongWindExpectedAnnualLossBuildingValue,StrongWindExpectedAnnualLossPopulationEquivalence,StrongWindExpectedAnnualLossTotal,StrongWindExpectedAnnualLossScore,StrongWindExpectedAnnualLossRating,StrongWindHazardTypeRiskIndexValue,StrongWindHazardTypeRiskIndexScore,StrongWindHazardTypeRiskIndexRating,TornadoAnnualizedFrequency,TornadoExposureImpactedAreasqmi,TornadoExposureBuildingValue,TornadoExposurePopulation,TornadoExposurePopulationEquivalence,TornadoExposureTotal,TornadoHistoricLossRatioTotalRating,TornadoExpectedAnnualLossBuildingValue,TornadoExpectedAnnualLossPopulationEquivalence,TornadoExpectedAnnualLossTotal,TornadoExpectedAnnualLossScore,TornadoExpectedAnnualLossRating,TornadoHazardTypeRiskIndexValue,TornadoHazardTypeRiskIndexScore,TornadoHazardTypeRiskIndexRating,WildfireExposureImpactedAreasqmi,WildfireExposureBuildingValue,WildfireExposurePopulation,WildfireExposurePopulationEquivalence,WildfireExposureTotal,WildfireHistoricLossRatioTotalRating,WildfireExpectedAnnualLossBuildingValue,WildfireExpectedAnnualLossPopulationEquivalence,WildfireExpectedAnnualLossTotal,WildfireExpectedAnnualLossScore,WildfireExpectedAnnualLossRating,WildfireHazardTypeRiskIndexValue,WildfireHazardTypeRiskIndexScore,WildfireHazardTypeRiskIndexRating,WinterWeatherNumberofEvents,WinterWeatherAnnualizedFrequency,WinterWeatherExposureImpactedAreasqmi,WinterWeatherExposureBuildingValue,WinterWeatherExposurePopulation,WinterWeatherExposurePopulationEquivalence,WinterWeatherExposureTotal,WinterWeatherHistoricLossRatioTotalRating,WinterWeatherExpectedAnnualLossBuildingValue,WinterWeatherExpectedAnnualLossPopulationEquivalence,WinterWeatherExpectedAnnualLossTotal,WinterWeatherExpectedAnnualLossScore,WinterWeatherExpectedAnnualLossRating,WinterWeatherHazardTypeRiskIndexValue,WinterWeatherHazardTypeRiskIndexScore,WinterWeatherHazardTypeRiskIndexRating
11,Colorado,CO,Clear Creek,9391,2362602784,400.338,4430885.715,37.671,Very Low,45.713,Very Low,4832659.553,3623741.394,0.104,1208170.213,13.81,Very Low,45.39,Relatively Moderate,2.579,0.917,Relatively Moderate,Relatively Moderate,Relatively Moderate,400.338,Very Low,Relatively Low,Relatively Low,400.338,No Rating,No Expected Annual Losses,No Rating,400.338,2362560000,9397,109000000000,111000000000,0.016,Very Low,23201.9,2348.952,25550.852,26.679,Very Low,26774.752,26.535,Very Low,203,5.954,400.338,2362602784,9391,109000000000,111000000000,Relatively High,742242.256,22397.744,765021.943,87.252,Relatively Moderate,762908.515,85.81,Relatively Moderate,400.338,No Rating,No Expected Annual Losses,No Rating,0.015,400.338,2362602784,9391,109000000000,111000000000,Relatively High,2004.896,4623.97,6628.865,16.289,Very Low,6580.73,13.724,Very Low,Very Low,Relatively Moderate,Relatively Moderate,899,40.855,400.338,2362602784,9391,109000000000,111000000000,Very High,2987.679,223246.403,226234.082,75.644,Relatively Moderate,213778.246,70.624,Relatively Moderate,Very Low,Very Low,Very Low,29,0.844,400.338,2362602784,9391,109000000000,111000000000,Very High,249035.633,136098.813,385137.146,56.483,Relatively Moderate,383185.2,49.857,Relatively Low,0.235,400.338,2362602784,9391,109000000000,111000000000,Relatively Moderate,212042.765,61889.173,273941.611,26.21,Very Low,272640.326,22.272,Very Low,2.202,989799526.6,3875.699,44958110168,45948055425,Relatively Moderate,2282911.339,24924.711,2307848.097,92.809,Relatively Moderate,1887526.832,90.805,Relatively Moderate,194.974,12.073,400.338,2362602784,9391,109000000000,111000000000,Relatively Low,51553.533,19775.614,71329.204,59.889,Relatively Moderate,71867.42,54.884,Relatively Low
12,Colorado,CO,Conejos,7453,1839089192,1304.027,1150938.873,6.204,Very Low,3.9,Very Low,695591.329,214856.185,0.037,430567.966,89.15,Very High,9.01,Very Low,2.41,1.655,Relatively High,Relatively Moderate,Relatively Moderate,1304.027,Very Low,Relatively Low,Relatively Low,1304.027,Very Low,Relatively Low,Relatively Low,1304.027,1839060000,7461,86547600000,88386660000,0.078,Relatively High,130817.2,27009.555,157826.755,52.461,Very Low,273258.928,60.77,Very Low,11,0.322,1304.027,1839089192,7453,86454800000,88355741080,Relatively High,11775.518,1356.518,20022.195,22.115,Very Low,33725.465,25.803,Very Low,1304.027,No Rating,No Expected Annual Losses,No Rating,0.015,1304.027,1839089192,7453,86454800000,88293889192,Relatively Moderate,12.105,1346.747,1358.852,4.53,Very Low,2314.74,5.796,Very Low,Relatively High,Relatively Low,Relatively Low,436,19.813,1304.027,1839089192,7453,86454800000,88293889192,Relatively Moderate,848.851,14142.164,14991.015,9.685,Very Low,25750.99,14.801,Very Low,Relatively Low,Very Low,Very Low,2,0.044,1304.027,1839089192,7453,86454800000,88355741080,Relatively Moderate,967.486,2546.622,3515.388,4.218,Very Low,6027.985,2.386,Very Low,0.083,1304.027,1839089192,7453,86454800000,88355741080,Relatively Low,17111.905,16641.823,33856.774,9.584,Very Low,57224.353,9.354,Very Low,30.314,380121121.2,1474.924,17109119640,17500168936,Relatively Moderate,40458.6,5.415,40494.111,51.193,Very Low,66566.873,57.302,Very Low,109.491,6.78,1304.027,1839089192,7453,86454800000,88355741080,Very Low,697.422,1884.179,2587.277,7.521,Very Low,4297.672,6.777,Very Low
13,Colorado,CO,Costilla,3420,1034056438,1243.43,898804.958,4.295,Very Low,2.414,Very Low,513900.211,286273.345,0.015,179264.212,91.63,Very High,0.83,Very Low,2.246,1.749,Relatively Moderate,Very Low,Very Low,1243.43,Very Low,Relatively Low,Relatively Low,1243.43,Very Low,Very Low,Relatively Low,1243.43,1034034000,3499,40588400000,41622434000,0.063,Relatively High,60511.7,14917.263,75428.963,40.483,Very Low,129654.218,46.962,Very Low,37,1.079,1243.43,1034056438,3420,39672000000,40731362094,Relatively Moderate,22428.733,318.948,30401.184,28.939,Very Low,53507.579,34.553,Very Low,1243.43,No Rating,No Expected Annual Losses,No Rating,0.015,1243.43,1034056438,3420,39672000000,40706056438,Relatively Moderate,6.806,617.989,624.796,2.232,Very Low,1083.27,2.898,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,416,18.873,1243.43,1034056438,3420,39672000000,40706056438,Relatively High,521.763,26307.435,26829.198,17.728,Very Low,46486.525,24.743,Very Low,Relatively Low,Very Low,Very Low,4,0.116,1243.43,1034056438,3420,39672000000,40731362094,Relatively Moderate,3727.97,1745.4,5473.909,5.025,Very Low,9677.125,3.309,Very Low,0.13,1243.43,1034056438,3420,39672000000,40731362094,Relatively Low,14076.601,4021.133,18146.411,7.258,Very Low,31642.026,6.745,Very Low,15.77,297890126.4,1048.16,12158657959,12461410245,Relatively High,135252.436,42.44,135331.697,68.342,Relatively Low,240025.74,72.574,Relatively Low,64.835,4.015,1243.43,1034056438,3420,39672000000,40731362094,Very Low,469.377,2056.649,2528.769,7.459,Very Low,4432.661,6.841,Very Low
14,Colorado,CO,Crowley,5922,603832603,808.412,1002148.216,5.25,Very Low,3.621,Very Low,669304.453,278990.813,0.021,242867.87,82.4,Very High,6.17,Very Low,2.383,1.497,Not Applicable,Not Applicable,Not Applicable,808.412,Very Low,Relatively Low,Relatively Low,808.412,Very Low,Very Low,Very Low,808.412,603813000,5922,68695200000,69299013000,0.018,Very Low,3773.2,1119.025,4892.225,11.111,Very Low,7379.907,13.872,Very Low,167,4.884,808.412,603832603,5922,68695200000,69409459863,Relatively Moderate,104134.84,1709.514,210327.159,68.114,Relatively Low,316473.505,72.256,Relatively Low,808.412,No Rating,No Expected Annual Losses,No Rating,0.015,808.412,603832603,5922,68695200000,69299032603,Relatively High,1952.294,1070.097,3022.392,8.628,Very Low,4483.477,10.26,Very Low,Relatively High,Very Low,Very Low,609,27.681,808.412,603832603,5922,68695200000,69299032603,Relatively High,119.801,49598.209,49718.009,30.985,Relatively Low,73000.861,38.353,Relatively Low,Relatively Low,Very Low,Very Low,32,0.935,808.412,603832603,5922,68695200000,69409459863,Relatively High,51763.585,75255.249,127139.773,27.699,Relatively Low,189072.119,30.003,Relatively Low,0.37,808.412,603832603,5922,68695200000,69409459863,Relatively Low,39411.518,57641.214,99202.108,15.664,Very Low,148006.702,15.622,Very Low,6.128,204021773.9,1996.037,23154034712,23412372431,Very Low,61057.045,214.998,61826.854,57.843,Very Low,93826.101,62.297,Very Low,27.005,1.672,808.412,603832603,5922,68695200000,69409459863,Relatively Moderate,2173.429,31102.028,33301.615,41.69,Relatively Low,49023.19,45.275,Relatively Low
15,Colorado,CO,Custer,4686,1422300189,747.394,1279623.527,7.095,Very Low,10.523,Very Low,1397918.455,1081510.783,0.02,228097.148,5.57,Very Low,60.98,Relatively High,2.641,0.915,Relatively Moderate,Very Low,Very Low,747.394,Very Low,Very Low,Very Low,747.394,Very Low,Very Low,Very Low,747.394,1422278000,4704,54566400000,55988678000,0.024,Relatively Low,22367.6,2159.486,24527.086,26.184,Very Low,21660.977,24.403,Very Low,91,2.651,747.394,1422300189,4686,54357600000,55791007495,Relatively High,198265.379,1177.124,210575.361,68.145,Relatively Low,190611.239,62.17,Relatively Low,747.394,No Rating,No Expected Annual Losses,No Rating,0.015,747.394,1422300189,4686,54357600000,55779900189,Relatively High,4598.541,846.754,5445.294,14.024,Very Low,4928.095,11.026,Very Low,Relatively Moderate,Relatively Low,Relatively Low,754,34.245,747.394,1422300189,4686,54357600000,55779900189,Very High,2613.257,67417.697,70030.955,43.308,Relatively Low,64282.291,33.559,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,9,0.262,747.394,1422300189,4686,54357600000,55791007495,Very High,33829.486,28306.872,62141.461,17.711,Very Low,56491.733,12.409,Very Low,0.122,747.394,1422300189,4686,54357600000,55791007495,Relatively Low,34235.082,18820.048,53289.41,12.097,Very Low,48374.975,8.622,Very Low,19.181,704536017.1,2389.375,27716747791,28425689796,Relatively Moderate,623789.03,775.348,624653.335,83.71,Relatively Low,578980.796,81.578,Relatively Low,109.065,6.753,747.394,1422300189,4686,54357600000,55791007495,Relatively Low,3577.468,33299.864,36883.345,44.166,Relatively Low,33777.269,36.144,Relatively Low
16,Colorado,CO,Delta,31182,5813568607,1160.202,2317128.375,16.577,Very Low,16.156,Very Low,1934061.105,711982.704,0.102,1180986.278,73.27,Relatively High,28.74,Relatively Low,2.513,1.198,Relatively Low,Relatively High,Relatively Moderate,1160.202,Relatively Moderate,Very Low,Very Low,1160.202,Very Low,Relatively Low,Relatively Low,1160.202,5813457000,31196,362000000000,368000000000,0.023,Relatively Low,101522.6,15178.567,116701.167,47.447,Very Low,158884.055,50.62,Very Low,6,0.149,1160.202,5813568607,31182,362000000000,368000000000,Relatively Moderate,12200.208,3356.868,16970.186,20.006,Very Low,22193.957,19.504,Very Low,1160.202,Relatively Moderate,Very Low,Very Low,0.015,1160.202,5813568607,31182,362000000000,368000000000,Relatively High,18796.266,5634.544,24430.81,34.544,Relatively Low,32304.644,36.409,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,401,18.2,1160.202,5813568607,31182,362000000000,368000000000,Relatively High,3256.594,165750.318,169006.912,69.466,Relatively Moderate,221026.086,71.879,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,11,0.301,1160.202,5813568607,31182,362000000000,368000000000,Relatively Moderate,30953.49,66463.735,97481.953,23.573,Relatively Low,127918.696,22.272,Relatively Low,0.032,1160.202,5813568607,31182,362000000000,368000000000,Relatively Low,16048.979,23503.115,39612.023,10.515,Very Low,52782.454,9.004,Very Low,31.836,1422929605,7030.672,81555800152,82995653765,Relatively Low,387266.464,291.308,387558.467,79.128,Relatively Low,434607.053,78.301,Relatively Low,194.966,12.072,1160.202,5813568607,31182,362000000000,368000000000,Very Low,420.216,1423.338,1917.059,6.561,Very Low,2406.765,4.136,Very Low
17,Colorado,CO,Denver,715210,121000000000,156.287,72910820.43,93.605,Relatively Moderate,93.624,Relatively Moderate,66854267.38,54820720.47,1.037,12026320.49,58.21,Relatively Moderate,54.39,Relatively Moderate,2.614,1.091,Not Applicable,Not Applicable,Not Applicable,156.287,Relatively Low,Very High,Very High,156.287,Very Low,Very Low,Very Low,156.287,121000000000,715522,8300000000000,8420000000000,0.028,Relatively Low,1291148.4,234562.364,1525710.764,83.473,Relatively Low,1687962.81,84.601,Relatively Low,288,8.458,156.287,121000000000,715210,8300000000000,8420000000000,Relatively Moderate,35356396.84,115784.583,35476946.42,99.721,Very High,38393846.42,99.714,Very High,156.287,No Rating,No Expected Annual Losses,No Rating,0.016,156.287,121000000000,715210,8300000000000,8420000000000,Very Low,8748.328,1234.767,9983.095,21.419,Very Low,10859.555,19.654,Very Low,Very Low,Relatively Moderate,Relatively Moderate,777,35.287,156.287,121000000000,715210,8300000000000,8420000000000,Relatively Low,80601.209,905990.647,986591.855,95.142,Relatively High,1105773.329,95.045,Relatively High,Very Low,Relatively Low,Relatively Low,42,1.233,156.287,121000000000,715210,8300000000000,8420000000000,Very Low,185882.941,319602.919,505522.443,65.819,Relatively Moderate,561608.587,62.711,Relatively Moderate,0.158,156.287,121000000000,715210,8300000000000,8420000000000,Relatively Moderate,17466849.72,8085505.707,25552470.08,98.418,Relatively High,28019300.41,98.314,Relatively High,2.739,2858433757,16556.721,192000000000,195000000000,Very Low,71963.181,867.279,72830.864,60.484,Very Low,60764.998,56.22,Very Low,73.014,4.521,156.287,121000000000,715210,8300000000000,8420000000000,Very Low,80966.48,76458.199,157424.952,77.809,Relatively Moderate,173831.013,76.647,Relatively Moderate
18,Colorado,CO,Dolores,2322,1193517034,1079.003,411518.772,1.304,Very Low,1.857,Very Low,445795.564,276014.255,0.014,163806.223,6.27,Very Low,14.19,Very Low,2.444,0.923,Very Low,Relatively Low,Very Low,1079.003,No Rating,No Expected Annual Losses,No Rating,1079.003,Very Low,Very Low,Very Low,1079.003,1193503000,2326,26981600000,28175103000,0.02,Relatively Moderate,10188.7,1145.622,11334.322,19.003,Very Low,10462.837,17.245,Very Low,5,0.129,1079.003,1193517034,2322,26935200000,28138495854,Relatively High,2081.95,221.047,2546.637,6.514,Very Low,2350.829,3.627,Very Low,1079.003,Relatively Moderate,Very Low,Very Low,0.015,1079.003,1193517034,2322,26935200000,28128717034,Very High,3858.846,419.582,4278.428,11.359,Very Low,3949.464,8.961,Very Low,Relatively Moderate,Relatively Low,Relatively Low,707,32.1,1079.003,1193517034,2322,26935200000,28128717034,Relatively High,299.046,19677.165,19976.211,13.674,Very Low,18440.259,10.006,Very Low,Relatively Moderate,Very Low,Very Low,4,0.108,1079.003,1193517034,2322,26935200000,28138495854,Relatively High,3482.727,2010.813,5506.24,5.118,Very Low,5082.871,2.068,Very Low,0.047,1079.003,1193517034,2322,26935200000,28138495854,Relatively Low,2953.373,1780.564,4756.044,3.04,Very Low,4390.357,2.291,Very Low,18.145,411112263.5,735.758,8534798329,8948335118,Relatively High,214464.196,56.159,214520.643,73.083,Relatively Low,198026.357,70.697,Relatively Low,266.526,16.503,1079.003,1193517034,2322,26935200000,28138495854,Very Low,1406.311,3905.749,5323.767,12.318,Very Low,4914.428,7.572,Very Low
19,Colorado,CO,Douglas,357700,65157194587,851.378,22409203.8,81.896,Relatively Low,87.496,Relatively Moderate,30778957.37,19761426.78,0.937,10874435.49,2.48,Very Low,80.74,Very High,2.716,0.728,Relatively Moderate,Very Low,Very Low,851.299,Relatively Low,Very High,Very High,851.299,Very Low,Very Low,Very Low,851.299,65156536000,357978,4150000000000,4220000000000,0.01,Very Low,263954.1,39690.834,303644.934,63.541,Relatively Low,239822.828,58.034,Very Low,257,7.531,851.299,65157194587,357700,4150000000000,4210000000000,Very Low,627015.902,300739.447,977083.586,89.423,Relatively Moderate,731646.594,85.142,Relatively Moderate,851.299,No Rating,No Expected Annual Losses,No Rating,0.015,851.299,65157194587,357700,4150000000000,4210000000000,Relatively High,55292.142,176125.44,231417.582,78.514,Relatively Moderate,173965.017,69.92,Relatively Moderate,Very Low,Relatively Moderate,Relatively Moderate,1238,56.274,851.299,65157194587,357700,4150000000000,4210000000000,Relatively Low,117361.919,965294.243,1082656.162,95.624,Relatively High,818715.238,92.535,Relatively High,Relatively Low,Relatively Low,Relatively Low,37,1.059,851.299,65157194587,357700,4150000000000,4210000000000,Relatively Low,344520.366,1504797.868,1849379.289,91.935,Relatively High,1387603.643,86.573,Relatively Moderate,0.842,851.378,65157194587,357700,4150000000000,4210000000000,Relatively Low,9288352.978,3931442.115,13222178.62,96.061,Relatively High,9933903.312,93.541,Relatively High,23.04,12704693646,61983.844,719000000000,732000000000,Relatively Low,8504457.429,21973.636,8526712.082,97.646,Relatively High,5647992.575,96.118,Relatively Moderate,115.405,7.146,851.299,65157194587,357700,4150000000000,4210000000000,Very Low,232168.744,11010.153,243184.092,85.577,Relatively High,182538.741,77.951,Relatively Moderate
20,Colorado,CO,Eagle,55552,15224538286,1708.873,3803903.003,32.008,Very Low,36.305,Very Low,3775207.401,1120589.712,0.228,2644291.189,35.61,Relatively Low,32.75,Relatively Low,2.528,1.008,Relatively Moderate,Very High,Relatively High,1708.873,Relatively Low,Very Low,Very Low,1708.873,Very Low,Very Low,Very Low,1708.873,15224334000,55731,646000000000,662000000000,0.017,Relatively Low,228890.3,21576.636,250466.936,60.662,Very Low,264800.821,60.038,Very Low,14,0.401,1708.873,15224538286,55552,644000000000,660000000000,Relatively High,290237.477,8624.492,299045.126,74.783,Relatively Low,273600.977,69.01,Relatively Low,1708.873,No Rating,No Expected Annual Losses,No Rating,0.015,1708.873,15224538286,55552,644000000000,660000000000,Relatively High,49223.547,10038.169,59261.716,51.166,Relatively Low,62133.736,49.3,Relatively Low,Very Low,Relatively High,Relatively Moderate,412,18.698,1708.873,15224538286,55552,644000000000,660000000000,Relatively High,12695.667,362501.019,375196.686,84.524,Relatively Moderate,404112.443,83.462,Relatively Moderate,Very Low,Relatively Low,Relatively Low,8,0.225,1708.873,15224538286,55552,644000000000,660000000000,Very Low,4816.291,6107.002,10928.872,6.545,Very Low,11388.862,3.563,Very Low,0.049,1708.873,15224538286,55552,644000000000,660000000000,Relatively Low,89301.703,71149.947,160474.493,20.285,Very Low,157753.15,16.036,Very Low,3.616,1427129644,5472.005,63475254174,64903622475,Relatively Low,110262.007,153.58,110415.606,65.479,Relatively Low,114348.148,64.97,Relatively Low,315.813,19.555,1708.873,15224538286,55552,644000000000,660000000000,Very Low,518.399,1719.114,2252.924,7.211,Very Low,2305.674,3.977,Very Low
21,Colorado,CO,Elbert,26043,7517007244,1869.694,2955307.975,23.385,Very Low,37.388,Very Low,3886289.876,2570494.903,0.103,1189301.23,0.1,Very Low,73.07,Relatively High,2.685,0.76,Not Applicable,Not Applicable,Not Applicable,1869.694,Very Low,Relatively Low,Relatively Low,1869.694,Very Low,Very Low,Very Low,1869.694,7516934000,26062,302000000000,310000000000,0.012,Very Low,22250.2,2689.714,24939.914,26.4,Very Low,19010.369,23.067,Very Low,278,8.154,1869.694,7517007244,26043,302000000000,310000000000,Very Low,1086.667,17417.197,114536.949,55.955,Relatively Low,105297.266,49.507,Relatively Low,1869.694,No Rating,No Expected Annual Losses,No Rating,0.028,1869.694,7517007244,26043,302000000000,310000000000,Relatively High,10937.704,21775.292,32712.995,39.674,Relatively Low,24893.491,31.879,Relatively Low,Relatively Low,Relatively Low,Relatively Low,996,45.253,1869.694,7517007244,26043,302000000000,310000000000,Relatively High,758.782,335359.512,336118.295,82.786,Relatively Moderate,246753.441,74.163,Relatively Moderate,Very Low,Very Low,Very Low,44,1.284,1869.694,7517007244,26043,302000000000,310000000000,Relatively High,337230.463,283189.21,620551.555,71.402,Relatively Moderate,470851.791,56.825,Relatively Low,2.163,1869.694,7517007244,26043,302000000000,310000000000,Very Low,1210620.843,332321.434,1548279.947,64.299,Relatively Low,1181237.419,49.952,Relatively Low,42.518,4104251180,14341.657,166000000000,170000000000,Relatively Moderate,924269.717,1167.282,925499.847,86.16,Relatively Moderate,684341.309,83.073,Relatively Low,90.555,5.607,1869.694,7517007244,26043,302000000000,310000000000,Relatively Low,48406.952,60666.616,109080.287,70.226,Relatively Moderate,81374.342,58.225,Relatively Low
22,Colorado,CO,El Paso,729693,107000000000,2150.64,72178950.28,93.509,Relatively Moderate,94.243,Relatively Moderate,74504664.83,46986077.4,2.359,27365780.08,48.95,Relatively Moderate,68.24,Relatively High,2.667,0.969,Relatively Moderate,Very Low,Very Low,2150.639,Very Low,Very High,Very High,2150.639,Very Low,Very Low,Very Low,2150.639,107000000000,730395,8470000000000,8580000000000,0.015,Very Low,506525.9,92813.769,599339.669,73.723,Relatively Low,642746.104,74.324,Relatively Low,229,6.732,2150.639,107000000000,729693,8460000000000,8570000000000,Relatively Moderate,17668610.5,339306.309,18081103.82,99.504,Very High,17918118.34,99.491,Relatively High,2150.639,No Rating,No Expected Annual Losses,No Rating,0.016,2150.639,107000000000,729693,8460000000000,8570000000000,Relatively High,345862.071,132308.426,478170.497,88.141,Relatively High,478408.825,86.775,Relatively High,Very Low,Relatively High,Relatively High,1200,54.523,2150.639,107000000000,729693,8460000000000,8570000000000,Relatively High,113931.516,8363199.407,8477130.922,99.807,Very High,8610950.508,99.775,Very High,Very Low,Relatively Moderate,Relatively Moderate,31,0.894,2150.639,107000000000,729693,8460000000000,8570000000000,Relatively Low,772503.982,677742.823,1450295.281,89.144,Relatively High,1444980.748,87.528,Relatively Moderate,1.355,2150.64,107000000000,729693,8460000000000,8570000000000,Very Low,9250971.025,13379645.82,22633249.56,98.015,Relatively High,22576025.17,97.741,Relatively High,45.933,18736801430,113684.89,1320000000000,1340000000000,Relatively Low,15293374.87,31880.398,15325546.36,98.918,Relatively High,12520304.69,98.186,Relatively High,55.145,3.415,2150.639,107000000000,729693,8460000000000,8570000000000,Very Low,44476.422,25703.811,70196.554,59.517,Relatively Moderate,65950.777,52.211,Relatively Low
23,Colorado,CO,Fremont,48877,6841089174,1550.227,5071845.579,42.571,Very Low,42.835,Very Low,4486242.245,2950134.297,0.117,1356821.489,61.97,Relatively High,37.4,Relatively Low,2.547,1.131,Relatively Moderate,Very Low,Very Low,1550.192,Very Low,Relatively Low,Relatively Low,1550.192,Very Low,Very Low,Very Low,1550.192,6840953000,48939,568000000000,575000000000,0.019,Very Low,79061.7,12020.163,91081.863,43.052,Very Low,106794.677,43.493,Very Low,121,3.532,1550.192,6841089174,48877,567000000000,574000000000,Relatively Moderate,482602.146,14608.509,513773.573,82.103,Relatively Moderate,601780.931,82.628,Relatively Moderate,1550.192,No Rating,No Expected Annual Losses,No Rating,0.015,1550.192,6841089174,48877,567000000000,574000000000,Relatively High,22118.416,8832.006,30950.422,38.708,Relatively Low,36555.593,38.708,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,903,41.032,1550.192,6841089174,48877,567000000000,574000000000,Relatively Low,16059.278,52237.227,68296.505,42.407,Relatively Low,82245.472,42.246,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,12,0.334,1550.192,6841089174,48877,567000000000,574000000000,Relatively Low,28240.337,37826.235,66076.946,18.207,Very Low,78486.055,15.813,Very Low,0.303,1550.227,6841089174,48877,567000000000,574000000000,Very Low,190007.913,201035.033,391493.027,31.141,Relatively Low,461656.883,28.921,Relatively Low,10.138,1720975076,12233.684,142000000000,144000000000,Very Low,1349160.013,1404.536,1350568.734,89.341,Relatively Moderate,1429872.786,88.291,Relatively Moderate,51.65,3.198,1550.192,6841089037,48876.998,567000000000,574000000000,Very Low,1044.717,11760.144,12815.373,22.037,Relatively Low,15255.974,19.249,Very Low
