state,abbrev,county,ColdWaveExposureImpactedAreasqmi,ColdWaveHistoricLossRatioTotalRating,ColdWaveExpectedAnnualLossRating,ColdWaveHazardTypeRiskIndexRating,DroughtExposureImpactedAreasqmi,DroughtHistoricLossRatioTotalRating,DroughtExpectedAnnualLossRating,DroughtHazardTypeRiskIndexRating,HailNumberofEvents,HailAnnualizedFrequency,HailExposureImpactedAreasqmi,HailExposureBuildingValue,HailExposurePopulation,HailExposureTotal,HailHistoricLossRatioTotalRating,HailExpectedAnnualLossBuildingValue,HailExpectedAnnualLossTotal,HailExpectedAnnualLossScore,HailExpectedAnnualLossRating,HailHazardTypeRiskIndexValue,HailHazardTypeRiskIndexScore,HailHazardTypeRiskIndexRating,HeatWaveExposureImpactedAreasqmi,HeatWaveHistoricLossRatioTotalRating,HeatWaveExpectedAnnualLossRating,HeatWaveHazardTypeRiskIndexRating,IceStormAnnualizedFrequency,IceStormExposureImpactedAreasqmi,IceStormExposureBuildingValue,IceStormExposurePopulation,IceStormExposureTotal,IceStormHistoricLossRatioTotalRating,IceStormExpectedAnnualLossBuildingValue,IceStormExpectedAnnualLossTotal,IceStormExpectedAnnualLossScore,IceStormExpectedAnnualLossRating,IceStormHazardTypeRiskIndexValue,IceStormHazardTypeRiskIndexScore,IceStormHazardTypeRiskIndexRating,LandslideHistoricLossRatioTotalRating,LandslideExpectedAnnualLossRating,LandslideHazardTypeRiskIndexRating,LightningNumberofEvents,LightningAnnualizedFrequency,LightningExposureImpactedAreasqmi,LightningExposureBuildingValue,LightningExposurePopulation,LightningExposureTotal,LightningHistoricLossRatioTotalRating,LightningExpectedAnnualLossBuildingValue,LightningExpectedAnnualLossTotal,LightningExpectedAnnualLossScore,LightningExpectedAnnualLossRating,LightningHazardTypeRiskIndexValue,LightningHazardTypeRiskIndexScore,LightningHazardTypeRiskIndexRating,RiverineFloodingHistoricLossRatioTotalRating,RiverineFloodingExpectedAnnualLossRating,RiverineFloodingHazardTypeRiskIndexRating,StrongWindNumberofEvents,StrongWindAnnualizedFrequency,StrongWindExposureImpactedAreasqmi,StrongWindExposureBuildingValue,StrongWindExposurePopulation,StrongWindExposureTotal,StrongWindHistoricLossRatioTotalRating,StrongWindExpectedAnnualLossBuildingValue,StrongWindExpectedAnnualLossTotal,StrongWindExpectedAnnualLossScore,StrongWindExpectedAnnualLossRating,StrongWindHazardTypeRiskIndexValue,StrongWindHazardTypeRiskIndexScore,StrongWindHazardTypeRiskIndexRating,TornadoAnnualizedFrequency,TornadoExposureImpactedAreasqmi,TornadoExposureBuildingValue,TornadoExposurePopulation,TornadoExposureTotal,TornadoHistoricLossRatioTotalRating,TornadoExpectedAnnualLossBuildingValue,TornadoExpectedAnnualLossTotal,TornadoExpectedAnnualLossScore,TornadoExpectedAnnualLossRating,TornadoHazardTypeRiskIndexValue,TornadoHazardTypeRiskIndexScore,TornadoHazardTypeRiskIndexRating,WinterWeatherNumberofEvents,WinterWeatherAnnualizedFrequency,WinterWeatherExposureImpactedAreasqmi,WinterWeatherExposureBuildingValue,WinterWeatherExposurePopulation,WinterWeatherExposureTotal,WinterWeatherHistoricLossRatioTotalRating,WinterWeatherExpectedAnnualLossBuildingValue,WinterWeatherExpectedAnnualLossTotal,WinterWeatherExpectedAnnualLossScore,WinterWeatherExpectedAnnualLossRating,WinterWeatherHazardTypeRiskIndexValue,WinterWeatherHazardTypeRiskIndexScore,WinterWeatherHazardTypeRiskIndexRating
South Dakota,SD,Lincoln,583.581,Relatively Low,Very High,Very High,583.581,Very Low,Relatively Low,Relatively Low,231,6.792,583.581,19509219162,65123,775000000000,Relatively Moderate,2880144.136,3111425.367,96.898,Relatively High,2586021.87,95.896,Relatively Moderate,583.581,Very Low,Relatively Low,Relatively Low,1.094,583.581,19490205345,65075.675,774000000000,Relatively Low,32563.858,570871.392,90.406,Relatively High,469584.24,86.542,Relatively High,Relatively Low,Relatively Low,Relatively Low,712,32.319,583.581,19509219162,65123,775000000000,Relatively Moderate,28199.414,239768.79,76.673,Relatively Moderate,197234.582,68.855,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,137,4.008,583.581,19509219162,65123,775000000000,Relatively Moderate,2209908.292,2422597.232,94.758,Relatively High,2012056.648,91.982,Relatively High,0.504,583.581,19509219162,65123,775000000000,Relatively High,6008364.789,15380801.03,96.65,Relatively High,12778563.25,95.355,Relatively High,77,4.768,583.581,19509212885,65122.988,775000000000,Relatively High,2537401.604,2595281.417,99.629,Very High,2152360.147,99.427,Very High
South Dakota,SD,Lyman,1724.112,Relatively Low,Relatively Moderate,Relatively Moderate,1724.112,Very Low,Very Low,Very Low,135,3.969,1724.112,968569646,3715,44173827458,Relatively High,132091.283,230054.704,69.82,Relatively Low,227223.532,65.542,Relatively Low,1724.112,Relatively Low,Relatively Low,Relatively Low,0.377,1724.112,968569646,3715,44062569646,Relatively High,51682.27,71048.992,54.164,Relatively Low,71741.043,51.532,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,669,30.377,1724.112,968569646,3715,44062569646,Relatively High,2378.829,27661.782,18.404,Very Low,34359.399,19.305,Very Low,Relatively Low,Very Low,Very Low,93,2.723,1724.112,968569646,3715,44173827458,Relatively High,178671.02,266233.172,45.533,Relatively Low,284093.711,40.216,Relatively Low,0.626,1724.112,968569646,3715,44173827458,Relatively Low,106143.244,261762.114,25.713,Very Low,304490.362,23.513,Very Low,97,6.006,1724.112,968569646,3715,44173827458,Relatively High,114612.504,167970.953,79.078,Relatively Moderate,179628.306,77.315,Relatively Moderate
South Dakota,SD,McCook,582.691,Relatively Low,Relatively High,Relatively High,582.691,Very Low,Very Low,Very Low,212,6.217,582.691,11960864252,5682,78096851482,Relatively High,423789.911,826997.393,88.151,Relatively Moderate,837458.842,86.669,Relatively Moderate,582.691,Very Low,Relatively Low,Relatively Low,0.696,582.691,11960864252,5682,77872064252,Relatively High,137052.485,232467.216,78.648,Relatively Moderate,235232.184,76.549,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,740,33.63,582.691,11960864252,5682,77872064252,Relatively High,38910.609,56095.632,35.811,Relatively Low,57049.957,30.245,Relatively Low,Relatively Low,Relatively Low,Relatively Low,124,3.629,582.691,11960864252,5682,78096851482,Very High,4011721.179,4142212.698,98.015,Relatively High,4177018.982,97.582,Relatively High,0.43,582.691,11960864252,5682,78096851482,Relatively High,2683485.069,3267558.823,80.955,Relatively Moderate,3295912.883,76.869,Relatively Moderate,83,5.139,582.691,11960864252,5682,78096851482,Very High,1738392.684,1856406.279,99.35,Very High,1874992.224,99.109,Very High
South Dakota,SD,McPherson,1163.161,Relatively Low,Relatively High,Relatively High,1163.161,Very Low,Very Low,Very Low,127,3.719,1163.161,1261562474,2411,29389974230,Very High,99960.346,303537.88,75.186,Relatively Low,312653.416,72.001,Relatively Low,1163.161,Relatively Low,Relatively Low,Relatively Low,0.507,1163.161,1261562474,2411,29229162474,Relatively High,28019.427,44655.761,45.536,Relatively Low,45996.817,43.238,Relatively Low,Relatively High,Relatively Low,Relatively Low,552,25.067,1163.161,1261562474,2411,29229162474,Relatively High,3086.214,22124.372,15.122,Very Low,22788.789,13.16,Very Low,Relatively High,Very Low,Very Low,81,2.363,1163.161,1261562474,2411,29389974230,Relatively High,145713.207,217630.97,39.206,Relatively Low,224166.638,33.726,Relatively Low,0.474,1163.161,1261562474,2411,29389974230,Relatively Moderate,146248.795,217985.449,23.542,Very Low,224531.763,20.076,Very Low,89,5.511,1163.161,1261562474,2411,29389974230,Very High,115208.042,165805.66,78.706,Relatively Moderate,170784.964,76.328,Relatively Moderate
South Dakota,SD,Marshall,895.171,Relatively Low,Relatively High,Relatively High,895.171,No Rating,No Expected Annual Losses,No Rating,144,4.21,895.171,2463687140,4275,52364177912,Very High,215045.437,701626.037,86.445,Relatively Moderate,766235.273,85.905,Relatively Moderate,895.171,Relatively Low,Relatively Low,Relatively Low,0.354,895.171,2463687140,4275,52053687140,Relatively High,59954.448,80819.338,56.629,Relatively Low,88261.587,55.73,Relatively Low,Relatively High,Relatively Low,Very Low,759,34.496,895.171,2463687140,4275,52053687140,Relatively High,10329.958,27699.917,18.436,Very Low,30250.664,17.278,Very Low,Relatively Moderate,Very Low,Very Low,96,2.805,895.171,2463687140,4275,52364177912,Relatively High,165893.375,464456.926,62.965,Relatively Moderate,507226.443,59.275,Relatively Low,0.461,895.171,2463687140,4275,52364177912,Relatively Moderate,352893.662,520570.132,36.011,Relatively Low,568506.834,32.644,Relatively Low,135,8.359,895.171,2463687140,4275,52364177912,Very High,341274.117,444114.7,91.767,Relatively High,485011.004,91.505,Relatively High
South Dakota,SD,Meade,3517.964,Very Low,Relatively High,Relatively High,3517.964,Very Low,Very Low,Very Low,178,5.216,3517.964,8319546366,29730,353000000000,Relatively Moderate,573715.907,759020.539,87.159,Relatively Moderate,769388.166,86.001,Relatively Moderate,3517.964,Relatively Low,Very Low,Very Low,0.257,3517.964,8319546366,29730,353000000000,Relatively Moderate,9333.493,85521.985,57.861,Relatively Low,86304.043,55.197,Relatively Low,Very Low,Relatively Low,Relatively Low,605,27.49,3517.964,8319546366,29730,353000000000,Relatively High,23484.671,212969.521,74.582,Relatively Moderate,221148.628,71.911,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,103,3.001,3517.964,8319546366,29730,353000000000,Relatively Low,301922.433,495933.808,65.043,Relatively Moderate,503688.838,59.02,Relatively Low,0.676,3517.964,8319546366,29730,353000000000,Relatively Low,453893.423,772704.434,44.51,Relatively Low,800299.574,39.548,Relatively Low,76.185,4.717,3517.964,8319546366,29730,353000000000,Relatively Moderate,416889.812,420072.789,91.303,Relatively High,427037.964,90.073,Relatively High
South Dakota,SD,Mellette,1324.119,Relatively Low,Relatively Moderate,Relatively Moderate,1324.119,Very Low,Very Low,Very Low,121,3.55,1324.119,795258582,1879,22643741625,Relatively High,61613.577,70978.197,45.813,Relatively Low,131901.802,54.598,Relatively Low,1324.119,Relatively Low,Relatively Low,Relatively Low,0.308,1324.119,795258582,1879,22591658582,Relatively High,30504.474,37982.8,42.572,Relatively Low,70585.053,51.233,Relatively Low,Relatively High,Relatively Low,Relatively Low,690,31.337,1324.119,795258582,1879,22591658582,Relatively High,1947.155,14355.278,9.009,Very Low,26677.024,15.154,Very Low,No Rating,No Expected Annual Losses,No Rating,91,2.657,1324.119,795258582,1879,22643741625,Very High,173917.529,230028.996,40.726,Relatively Low,427472.665,53.198,Relatively Low,0.37,1324.119,795258582,1879,22643741625,Relatively Moderate,62017.252,115164.955,16.749,Very Low,214015.934,19.504,Very Low,86,5.325,1324.119,795258582,1879,22643741625,Relatively High,107549.636,109004.179,70.164,Relatively Moderate,202567.102,79.574,Relatively Moderate
South Dakota,SD,Miner,577.696,Relatively Low,Relatively High,Relatively High,577.696,Very Low,Very Low,Very Low,192,5.646,577.696,1888808552,2298,28690186915,Relatively High,103928.51,336904.409,76.954,Relatively Low,362070.325,74.897,Relatively Low,577.696,Very Low,Very Low,Very Low,0.56,577.696,1888808552,2298,28545608552,Very High,161632.346,204105.763,76.749,Relatively Moderate,219351.953,75.25,Relatively Moderate,No Rating,No Expected Annual Losses,No Rating,796,36.151,577.696,1888808552,2298,28545608552,Relatively Moderate,6060.175,14102.211,8.816,Very Low,15155.611,7.883,Very Low,Relatively Low,Very Low,Very Low,117,3.437,577.696,1888808552,2298,28690186915,Very High,360661.539,447678.635,61.6,Relatively Moderate,481119.107,57.461,Relatively Low,0.385,577.696,1888808552,2298,28690186915,Relatively High,449054.745,648109.433,40.074,Relatively Low,696521.584,36.207,Relatively Low,96,5.944,577.696,1888808552,2298,28690186915,Relatively High,66531.212,103314.61,68.926,Relatively Moderate,111031.953,66.338,Relatively Moderate
South Dakota,SD,Minnehaha,822.077,Relatively Low,Very High,Very High,822.077,Very Low,Relatively Low,Very Low,214,6.269,822.077,37335471141,196891,2320000000000,Relatively Moderate,5310023.339,5692886.959,98.387,Relatively High,5947478.791,98.25,Relatively High,822.077,Very Low,Relatively Moderate,Relatively Moderate,1.114,822.077,37330747928,196839.73,2320000000000,Very Low,18115.304,233097.655,78.814,Relatively Moderate,238985.528,76.749,Relatively Moderate,Very Low,Relatively Low,Relatively Low,780,35.452,822.077,37335471141,196891,2320000000000,Very Low,21500.851,189857.943,72.49,Relatively Moderate,193667.355,68.436,Relatively Low,Relatively Low,Relatively High,Relatively Moderate,130,3.811,822.077,37335471141,196891,2320000000000,Very Low,1007013.719,1373079.263,88.151,Relatively High,1433875.965,87.369,Relatively Moderate,0.699,822.077,37335471141,196891,2320000000000,Relatively Moderate,7417242.868,31752683.41,98.883,Relatively High,32555944.04,98.696,Relatively High,77,4.768,822.077,37335468889,196890.973,2320000000000,Relatively Moderate,2033860.055,2681087.402,99.66,Very High,2804220.809,99.586,Very High
South Dakota,SD,Moody,526.062,Relatively Low,Relatively High,Relatively High,526.062,Very Low,Very Low,Very Low,195,5.706,526.062,3337203669,6336,77082694577,Relatively High,357321.548,697384.801,86.383,Relatively Moderate,690121.438,84.569,Relatively Moderate,526.062,Very Low,Relatively Low,Very Low,0.882,526.062,3337202917,6335.997,76834772586,Relatively High,45768.799,188282.285,75.25,Relatively Moderate,211707.719,74.384,Relatively Moderate,Relatively High,Relatively Low,Relatively Low,777,35.311,526.062,3337203669,6336,76834803669,Relatively Moderate,12892.685,33283.842,22.362,Very Low,35908.426,20.174,Very Low,Relatively Low,Relatively Low,Relatively Low,120,3.529,526.062,3337203669,6336,77082694577,Very High,1199892.439,1379545.123,88.275,Relatively High,1413110.978,86.923,Relatively Moderate,0.415,526.062,3337203669,6336,77082694577,Relatively High,963682.698,1708384.36,66.873,Relatively Low,1818947.208,62.838,Relatively Low,94,5.82,526.062,3337202917,6335.997,77082663494,Relatively High,209095.125,245943.385,85.763,Relatively High,251926.789,83.296,Relatively Moderate
South Dakota,SD,Oglala Lakota,2117.516,Very Low,Relatively Moderate,Relatively High,2117.516,Very Low,Very Low,Very Low,190,5.571,2117.516,1277000684,13666,160000000000,Relatively Low,74096.174,132381.169,59.119,Relatively Low,258733.473,68.088,Relatively Low,2117.516,No Rating,No Expected Annual Losses,No Rating,0.005,2117.516,1277000684,13666,160000000000,Relatively High,1340.155,4108.567,10.893,Very Low,8143.25,16.356,Very Low,No Rating,No Expected Annual Losses,No Rating,712,32.363,2117.516,1277000684,13666,160000000000,Very High,128.09,186214.842,71.911,Relatively Moderate,365993.369,81.757,Relatively Moderate,Relatively Moderate,Very Low,Very Low,92,2.681,2117.516,1277000684,13666,160000000000,Relatively Moderate,50525.937,256703.038,44.479,Relatively Low,502833.605,58.988,Relatively Low,0.652,2117.516,1277000684,13666,160000000000,Relatively Low,85267.936,417827.975,32.227,Relatively Low,819856.887,40.153,Relatively Low,79.009,4.892,2117.516,1277000684,13666,160000000000,Relatively High,157071.186,253276.973,86.258,Relatively High,495532.037,91.696,Relatively High
South Dakota,SD,Pennington,2812.569,Relatively Low,Very High,Very High,2812.569,Very Low,Very Low,Very Low,202,5.912,2812.569,19135216084,109015,1280000000000,Relatively Moderate,3161169.855,3814379.433,97.55,Relatively High,4469702.763,97.646,Relatively High,2812.569,No Rating,No Expected Annual Losses,No Rating,0.122,2812.569,19135216084,109015,1280000000000,Relatively High,6235.192,373417.6,85.276,Relatively High,440187.633,85.61,Relatively High,Very Low,Relatively Moderate,Relatively Moderate,610,27.708,2812.569,19135216084,109015,1280000000000,Very High,10462.614,1324688.249,96.589,Relatively High,1537760.628,96.815,Relatively High,Very Low,Relatively Moderate,Relatively Moderate,102,2.992,2812.569,19135216084,109015,1280000000000,Very Low,104221.455,206227.834,37.903,Relatively Low,241452.111,35.348,Relatively Low,0.551,2812.569,19135216084,109015,1280000000000,Very Low,705605.134,1694823.88,66.749,Relatively Low,1981460.78,65.097,Relatively Low,89.896,5.566,2812.569,19135216084,109015,1280000000000,Relatively Low,156010.804,320174.04,88.889,Relatively High,371630.769,88.578,Relatively High
South Dakota,SD,Perkins,2919.149,Relatively Low,Relatively Moderate,Relatively High,2919.149,Very Low,Very Low,Very Low,98,2.868,2919.149,1030325817,2834,34002066546,Relatively High,181432.732,193753.762,66.315,Relatively Low,234447.972,66.211,Relatively Low,2919.149,Relatively Low,Relatively Low,Relatively Low,0.549,2919.149,1030325817,2834,33904725817,Relatively Moderate,14077.766,35462.335,41.006,Relatively Low,42910.509,41.739,Relatively Low,Relatively High,Relatively Low,Relatively Low,609,27.66,2919.149,1030325817,2834,33904725817,Relatively High,2840.975,29498.985,19.755,Very Low,35694.673,20.045,Very Low,Relatively Moderate,Very Low,Very Low,77,2.236,2919.149,1030325817,2834,34002066546,Relatively High,212500.593,270698.805,46.123,Relatively Low,327553.826,44.798,Relatively Low,0.55,2919.149,1030325817,2834,34002066546,Relatively Low,53914.678,104208.492,15.974,Very Low,126095.46,14.127,Very Low,69.003,4.273,2919.149,1030325817,2834,34002066546,Very High,131133.643,160272.404,77.994,Relatively Moderate,193934.506,78.937,Relatively Moderate
South Dakota,SD,Potter,876.926,Relatively Low,Relatively High,Relatively Moderate,876.926,Very Low,Very Low,Very Low,128,3.875,876.926,1682957982,2466,30405363598,Very High,422540.723,570796.511,83.499,Relatively Moderate,512453.06,80.528,Relatively Low,876.926,Relatively Low,Relatively Low,Relatively Low,0.567,876.926,1682957982,2466,30288557982,Relatively High,38758.123,55659.648,50.1,Relatively Low,49970.447,45.103,Relatively Low,Relatively High,Very Low,Very Low,501,23.54,876.926,1682957982,2466,30288557982,Relatively High,4827.49,22381.903,15.251,Very Low,20094.157,11.454,Very Low,No Rating,No Expected Annual Losses,No Rating,84,2.542,876.926,1682957982,2466,30405363598,Very High,383134.279,462529.571,62.779,Relatively Moderate,415252.528,52.466,Relatively Low,0.315,907.728,1682957982,2466,30405363598,Relatively Moderate,129966.538,201506.645,22.86,Very Low,180909.825,17.626,Very Low,93,5.961,876.926,1682957982,2466,30405363598,Very High,162564.444,209996.34,82.854,Relatively High,188531.754,78.46,Relatively Moderate
South Dakota,SD,Roberts,1147.244,Relatively Low,Very High,Very High,1147.244,No Rating,No Expected Annual Losses,No Rating,140,4.117,1147.244,2579688565,10217,121000000000,Relatively High,219695.874,610258.738,84.522,Relatively Moderate,759694.066,85.682,Relatively Moderate,1147.244,Relatively Low,Relatively Low,Relatively Low,0.531,1147.244,2561146668,10116.48,120000000000,Relatively High,157348.374,234541.665,79.014,Relatively Moderate,306037.836,81.013,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,601,27.288,1147.244,2579688565,10217,121000000000,Relatively Moderate,6292.705,38371.593,24.871,Very Low,51921.145,27.349,Very Low,Relatively Low,Relatively Low,Relatively Low,90,2.639,1147.244,2579688565,10217,121000000000,Relatively High,326588.033,571879.194,69.541,Relatively Moderate,730559.049,71.047,Relatively Moderate,0.644,1147.244,2579688565,10217,121000000000,Relatively Low,363878.895,779782.899,44.82,Relatively Low,1017295.834,45.752,Relatively Low,135,8.359,1147.244,2579688565,10217,121000000000,Relatively High,357342.831,602510.265,94.584,Relatively High,791613.8,95.673,Relatively High
South Dakota,SD,Sanborn,576.21,Relatively Low,Relatively Moderate,Relatively Moderate,576.21,Very Low,Very Low,Very Low,176,5.166,576.21,1425936852,2329,28570891211,Very High,269788.353,526464.815,82.475,Relatively Moderate,528971.806,80.942,Relatively Moderate,576.21,Very Low,Very Low,Very Low,0.476,576.21,1425936852,2329,28442336852,Very High,106082.235,143246.45,68.987,Relatively Moderate,143928.58,66.089,Relatively Moderate,Relatively High,Relatively Low,Very Low,715,32.468,576.21,1425936852,2329,28442336852,Relatively Moderate,3133.428,9712.431,5.888,Very Low,9758.681,4.794,Very Low,Relatively Moderate,Relatively Low,Relatively Low,104,3.05,576.21,1425936852,2329,28570891211,Very High,344149.106,401399.535,57.847,Relatively Moderate,403310.974,51.384,Relatively Low,0.331,576.21,1425936852,2329,28570891211,Relatively High,328854.516,536561.767,36.725,Relatively Low,539116.839,31.371,Relatively Low,86,5.325,576.21,1425936852,2329,28570891211,Relatively High,45906.839,83679.775,64.098,Relatively Moderate,84078.252,59.115,Relatively Low
South Dakota,SD,Spink,1524.982,Relatively Low,Very High,Relatively High,1524.982,Very Low,Very Low,Very Low,159,4.662,1524.982,3715384859,6353,77848978401,Very High,357784.562,1123305.706,90.819,Relatively Moderate,965216.489,88.26,Relatively Moderate,1524.982,Relatively Low,Relatively Low,Relatively Low,0.449,1524.982,3715188908,6351.667,77394528068,Very High,309516.204,350917.073,84.444,Relatively High,311219.247,81.346,Relatively Moderate,Relatively High,Very Low,Very Low,664,30.177,1524.982,3715384859,6353,77410184859,Relatively Moderate,9918.426,31318.108,20.849,Very Low,28667.845,16.377,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,100,2.929,1524.982,3715384859,6353,77848978401,Relatively High,13465.235,439935.477,60.732,Relatively Moderate,383711.301,49.92,Relatively Low,0.742,1524.982,3715384859,6353,77848978401,Relatively Moderate,555424.692,830780.64,46.309,Relatively Low,745923.132,37.735,Relatively Low,121,7.492,1524.982,3715384859,6353,77848978401,Very High,461289.112,670892.167,95.419,Relatively High,600613.217,93.668,Relatively High
South Dakota,SD,Stanley,1473.361,Relatively Low,Relatively Moderate,Relatively Moderate,1473.361,Very Low,Very Low,Very Low,104,3.164,1473.361,951302122,2972,35484513030,Relatively High,95095.5,158633.361,62.934,Relatively Low,119417.273,51.989,Relatively Low,1473.361,Relatively Low,Relatively Low,Relatively Low,0.465,1473.361,951302122,2972,35426502122,Relatively High,19231.445,41031.551,44.537,Relatively Low,30888.055,35.51,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,629,29.694,1473.361,951302122,2972,35426502122,Relatively High,3201.642,27244.608,18.115,Very Low,20509.411,11.744,Very Low,Very Low,Relatively Low,Relatively Low,91,2.759,1473.361,951302122,2972,35484513030,Relatively High,165271.411,226591.454,40.292,Relatively Low,170575.302,27.362,Relatively Low,0.54,1532.483,951302122,2972,35484513030,Relatively Low,42491.006,90753.879,15.261,Very Low,68318.421,10.659,Very Low,97,6.247,1473.361,951302122,2972,35484513030,Relatively High,112569.208,155229.59,77.468,Relatively Moderate,116854.955,67.611,Relatively Moderate
South Dakota,SD,Sully,1022.276,Relatively Low,Relatively Moderate,Relatively Moderate,1022.276,Very Low,Relatively Low,Very Low,120,3.711,1022.276,1824438038,1446,18755488353,Very High,442583.945,625282.852,84.957,Relatively Moderate,576340.722,82.024,Relatively Moderate,1022.276,Relatively Low,Relatively Low,Relatively Low,0.475,1022.276,1824438038,1446,18598038038,Relatively Moderate,9765.514,17619.678,28.481,Very Low,16240.551,24.883,Very Low,Relatively High,Relatively Low,Relatively Low,595,28.566,1022.276,1824438038,1446,18598038038,Relatively High,5973.6,18145.92,12.001,Very Low,16725.603,8.912,Very Low,Relatively High,Very Low,Very Low,86,2.647,1022.276,1824438038,1446,18755488353,Very High,423613.637,485681.393,64.082,Relatively Moderate,447666.146,55.17,Relatively Low,0.363,1080.997,1824438038,1446,18755488353,Relatively High,136588.136,179621.694,21.743,Very Low,165562.348,16.704,Very Low,90,5.893,1022.276,1824438038,1446,18755488353,Very High,170545.777,197531.693,82.111,Relatively Moderate,182070.495,77.76,Relatively Moderate
South Dakota,SD,Todd,1404.897,Relatively Low,Relatively High,Relatively High,1404.897,Very Low,Very Low,Very Low,130,3.818,1404.897,2030974016,9304,110000000000,Relatively Moderate,99505.919,144984.367,61.228,Relatively Low,287606.578,70.124,Relatively Low,1404.897,Relatively Low,Relatively Low,Relatively Low,0.247,1404.897,2019322335,9122.067,108000000000,Relatively High,75511.17,110001.252,63.125,Relatively Moderate,218212.801,75.117,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,733,33.3,1404.897,2030974016,9304,110000000000,Relatively High,7362.74,58098.707,36.969,Relatively Low,115273.838,51.995,Relatively Low,Relatively Low,Very Low,Very Low,78,2.274,1404.897,2030974016,9304,110000000000,Relatively Moderate,141011.397,148066.423,30.428,Relatively Low,293716.308,40.916,Relatively Low,0.413,1404.897,2030974016,9304,110000000000,Relatively Low,179818.128,429888.439,32.661,Relatively Low,852800.837,41.171,Relatively Low,89.015,5.512,1404.897,2030974016,9304,110000000000,Relatively High,251569.392,252109.35,86.134,Relatively High,500094.12,91.791,Relatively High
South Dakota,SD,Tripp,1633.913,Relatively Low,Relatively High,Relatively High,1633.913,Very Low,Very Low,Very Low,144,4.211,1633.913,2547085886,5612,67878653188,Relatively High,203197.109,413497.403,79.622,Relatively Moderate,448702.206,78.206,Relatively Low,1633.913,Relatively Low,Relatively Low,Relatively Low,0.319,1633.913,2538285444,5588.01,67359206893,Very High,142914.87,180060.041,74.217,Relatively Moderate,208517.007,73.984,Relatively Moderate,Relatively High,Relatively Low,Relatively Low,776,35.23,1633.913,2547085886,5612,67646285886,Relatively High,7218.357,49798.468,31.113,Relatively Low,58155.255,30.47,Relatively Low,Relatively Moderate,Very Low,Very Low,81,2.362,1633.913,2547085886,5612,67878653188,Relatively Moderate,89692.687,100658.398,24.069,Relatively Low,113442.877,20.84,Very Low,0.563,1633.913,2547085886,5612,67878653188,Relatively Moderate,276654.438,488236.021,34.833,Relatively Low,557151.483,31.976,Relatively Low,88,5.449,1633.913,2547085886,5612,67878653188,Very High,463345.524,465140.813,92.077,Relatively High,524450.554,92.396,Relatively High
South Dakota,SD,Turner,623.932,Relatively Low,Relatively High,Relatively High,623.932,Very Low,Relatively Low,Relatively Low,228,6.685,623.932,3579903967,8673,104000000000,Relatively High,497151.611,819037.381,88.027,Relatively Moderate,872450.291,87.21,Relatively Moderate,623.932,Very Low,Relatively Low,Relatively Low,0.965,623.932,3579903967,8673,104000000000,Relatively Moderate,30660.247,178173.961,74.051,Relatively Moderate,188637.228,71.652,Relatively Moderate,Relatively High,Very Low,Very Low,631,28.65,623.932,3579903967,8673,104000000000,Relatively Moderate,7142.717,29907.119,20.109,Very Low,31753.37,18.436,Very Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,130,3.822,623.932,3579903967,8673,104000000000,Relatively High,463822.934,729591.922,76.179,Relatively Moderate,775397.613,72.797,Relatively Moderate,0.522,623.932,3579903967,8673,104000000000,Relatively High,1192952.378,2406908.554,74.752,Relatively Moderate,2578674.805,71.683,Relatively Moderate,69,4.272,623.932,3579903967,8673,104000000000,Very High,447447.306,488738.116,92.634,Relatively High,519586.787,92.269,Relatively High
South Dakota,SD,Union,471.844,Very Low,Relatively Low,Relatively Low,471.844,Very Low,Relatively Low,Relatively Low,235,6.887,471.844,5345294872,16799,200000000000,Relatively Low,212303.961,267917.717,72.674,Relatively Low,267929.339,68.661,Relatively Low,471.844,Very Low,Relatively Low,Relatively Low,0.983,471.844,5345292664,16799,200000000000,Relatively Low,27674.641,137181.102,68.155,Relatively Moderate,134316.11,64.657,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,815,37.026,471.844,5345294872,16799,200000000000,Relatively Moderate,327.873,56376.965,36.1,Relatively Low,55174.671,28.732,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,136,4,471.844,5345294872,16799,200000000000,Relatively Moderate,334413.306,703478.845,75.124,Relatively Moderate,689769.483,69.488,Relatively Moderate,0.403,471.844,5345294872,16799,200000000000,Relatively High,1878219.656,3074270.663,79.56,Relatively Moderate,3021235.563,75.183,Relatively Moderate,65,4.025,471.844,5345292664,16799,200000000000,Relatively Low,13622.562,60034.196,55.803,Relatively Moderate,58984.147,49.348,Relatively Low
